Id_FranceArchives,Nom_du_service,Identifiant_du_service,Courriel,Telephone,Adresse_postale,Adresse_du_service,Ville,Code_postal,Horaires_d_ouverture,Site_internet,Code_insee_commune,Latitude,Longitude,Lien_FranceArchives,Categorie_de_service,Categorie,Service_de_rattachement
34508,Commune de Saint-Paul-de-la-Réunion - Archives municipales,,doc@mairie-saintpaul.fr,0262.45.90.98,CS 51015 97861 Saint-Paul Cedex,"Mairie, place du Général de Gaulle",Saint-Paul,97460,"Du lundi au jeudi de 8h à 16h, le vendredi de 8h à 15h",,97415,-21.009169,55.269755,https://francearchives.gouv.fr/fr/service/34508,C,Archives municipales,
34509,Commune de Saint-Pierre - Service archives,FRAC97416,archives@saintpierre.re,0262.35.79.50,"Hôtel de ville, BP 342, 97448 Saint-Pierre Cedex",81 rue Archambaud,Saint-Pierre,97410,"Du lundi au jeudi de 8h à 16h, le vendredi de 8h à 15h",,97416,-21.334042,55.479764,https://francearchives.gouv.fr/fr/service/34509,C,Archives municipales,
33721,Commune de Saint-Pierre-des-Corps - Archives municipales,FRAC37233,c.faure@mairiespdc.fr,02.47.63.43.55,"Mairie, BP 357, 37703 Saint-Pierre-des-Corps",Place Maurice Thorez,Saint-Pierre-des-Corps,37700,"Le lundi de 13h30 à 16h15, du mardi au vendredi de 9h à 12h et de 13h30 à 16h15",,37233,47.389315,0.718764,https://francearchives.gouv.fr/fr/service/33721,C,Archives municipales,
34072,Commune de Saint-Priest - Archives municipales,FRAC69290,aleboudec@mairie-saint-priest.fr,04.72.23.48.56,"BP 330, 69801 Saint-Priest Cedex","Hôtel de ville, place Charles Ottina",Saint-Priest,69800,Du lundi au vendredi de 9h à 12h et de 14h à 17h,,69290,45.694202,4.935444,https://francearchives.gouv.fr/fr/service/34072,C,Archives municipales,
33370,Commune de Saint-Quentin - Archives municipales,FRAC02691,archives@casq.fr,03.23.06.32.30,"BP 345, 02107 Saint-Quentin Cedex",53 rue Henry Dunant,Saint-Quentin,02100,Les mardi et jeudi de 13h30 à 17h30,https://www.saint-quentin.fr/71-archives-municipales.htm,02691,49.855163,3.307451,https://francearchives.gouv.fr/fr/service/33370,C,Archives municipales,
34255,Commune de Saint-Raphaël - Archives municipales ,FRAC83118,archives@ville-saintraphael.fr,04.94.82.64.10,"BP 80160, 83701 Saint-Raphaël Cedex",19 impasse Martin Bidouré,Saint-Raphaël,83700,"Du lundi au jeudi de 13h30 à 17h, le vendredi de 13h30 à 16h30",,83118,43.424898,6.77111,https://francearchives.gouv.fr/fr/service/34255,C,Archives municipales,
33484,Commune de Saint-Rémy-de-Provence - Archives anciennes et modernes,,a.roche-tramier@mairie-saintremydeprovence.fr,06.21.15.35.42,,"Bibliothèque Roumanille, 4 boulevard Gambetta",Saint-Rémy-de-Provence,13538,Sur rendez-vous,,13100,43.790306,4.833067,https://francearchives.gouv.fr/fr/service/33483#service-33484,C,Archives municipales,Commune de Saint-Rémy-de-Provence - Archives contemporaines
33483,Commune de Saint-Rémy-de-Provence - Archives contemporaines,,a.roche-tramier@ville-srdp.fr,06.21.15.35.42,,"Mairie, place Jules Pélissier",Saint-Rémy-de-Provence,13538,Les mardi et jeudi de 9h à 12h,,13100,43.788544,4.831412,https://francearchives.gouv.fr/fr/service/33483,C,Archives municipales,
34256,Commune de Saint-Tropez - Archives municipales,FRAC83119,archives@ville-sainttropez.fr,04.94.55.90.61,"Mairie, 83990 Saint-Tropez",69 rue Gambetta,Saint-Tropez,83990,Sur rendez-vous,,83119,43.270852,6.641038,https://francearchives.gouv.fr/fr/service/34256,C,Archives municipales,
33739,Commune de Saint-Égrève - Service documentation-archives,FRAC38382,nicolas.morel@mairie-st-egreve.fr,04.76.56.75.27,,36 avenue du Général de Gaulle,Saint-Égrève,38120,Sur rendez-vous,,38382,45.233077,5.680799,https://francearchives.gouv.fr/fr/service/33739,C,Archives municipales,
34073,Commune de Sainte-Foy-lès-Lyon - Archives municipales,,archives@ville-saintefoyleslyon.fr,04.72.32.59.00,,"Mairie, 10 rue Deshay",Sainte-Foy-les-Lyon,69110,Sur rendez-vous,,69202,45.73634,4.800144,https://francearchives.gouv.fr/fr/service/34073,C,Archives municipales,
91439270,Commune de Sainte-Marie - Service des archives,,infomairie@ville-saintemarie.re,0262.53.41.15,,3 rue de la République,Sainte-Marie,97438,,,97438,-20.89659022607534,55.5493650046051,https://francearchives.gouv.fr/fr/service/91439270,C,Archives municipales,
34041,Commune de Sainte-Marie-aux-Mines - Archives municipales,,ccva-archives@valdargent.com,03.89.58.33.60,,114 rue de Lattre de Tassigny,Sainte-Marie-aux-Mines,68160,Sur rendez-vous au 03.89.58.83.45,,68298,48.245736,7.182379,https://francearchives.gouv.fr/fr/service/34041,C,Archives municipales,
34257,Commune de Sainte-Maxime - Service archives-documentation,FRAC83115,archives-documentation@ste-maxime.fr,04.94.79.97.17,"Hôtel de ville, BP 154, 83120 Sainte-Maxime","Centre Aristide Fabre, boulevard des Mimosas",Sainte-Maxime,83120,Du lundi au vendredi de 8h30 à 12h et de 13h30 à 17h30,,83115,43.31354028439658,6.636192964867644,https://francearchives.gouv.fr/fr/service/34257,C,Archives municipales,
612026253,Commune de Sainte-Rose - Service des archives,,secretariat.mairiesterose@wanadoo.fr,0262.47.20.22,,"Hôtel de ville, 183 route Nationale",Sainte-Rose,97439,,,97419,-21.127538,55.790233,https://francearchives.gouv.fr/fr/service/612026253,C,Archives municipales,
34510,Commune de Sainte-Suzanne - Service des archives,,archives@ville-saintesuzanne.re,0262.52.30.02,,3 rue du Général de Gaulle,Sainte-Suzanne,97441,,,97420,-20.905658,55.607284,https://francearchives.gouv.fr/fr/service/34510,C,Archives municipales,
33525,Commune de Saintes - Service des archives,FRAC17415,archives@ville-saintes.fr,05.46.92.34.45,"Hôtel de ville, BP 319, 17107 Saintes Cedex","Hôtel de ville, Square André Maudet",Saintes,17100,Sur rendez-vous,,17415,45.744729,-0.634685,https://francearchives.gouv.fr/fr/service/33525,C,Archives municipales,
91439271,Commune de Salazie - Service des archives,,infos@ville-salazie.fr,0262.47.58.00,,"Hôtel de ville, 1 place Théodore Simonette",Salazie,97433,,,97421,-21.027933,55.538998,https://francearchives.gouv.fr/fr/service/91439271,C,Archives municipales,
33485,Commune de Salon-de-Provence - Archives municipales,FRAC13103,archives1@salon-de-provence.org,04.90.44.89.65 ,"Hôtel de ville, BP 120, 13657 Salon-de-Provence Cedex","Hôtel de ville, immeuble du Bourg Neuf",Salon-de-Provence,13657,Du lundi au vendredi de 9h à 12h et de 14h à 17h,https://www.salondeprovence.fr/index.php/les-inventaires,13103,43.640542,5.099265,https://francearchives.gouv.fr/fr/service/33485,C,Archives municipales,
34258,Commune de Sanary-sur-Mer - Archives municipales,FRAC83123,archives@sanarysurmer.com,04.94.32.97.84,"Hôtel de ville, place de la République, 83110 Sanary-Sur-Mer","Médiathèque, rue Schuman",Sanaray-sur-Mer,83110,Du lundi au vendredi de 8h30 à 12h et de 13h30 à 17h30,,83123,43.118487,5.799323,https://francearchives.gouv.fr/fr/service/34258,C,Archives municipales,
34484,Commune de Sannois - Service documentation-archives,FRAC95582,documentation@sannois.fr,01.39.98.20.55,,"Hôtel de ville, Place du Général Leclerc",Sannois,95110,"Les mardi, jeudi et vendredi de 8h30 à 12h30, le mercredi de 8h30 à 12h et 13h30 à 17h30",,95582,48.97148,2.257347,https://francearchives.gouv.fr/fr/service/34484,C,Archives municipales,
33910,Commune de Sarrebourg - Archives municipales,FRAC57630,sarrebourg.archives@orange.fr,03.87.03.68.75,,13 rue de la Paix,Sarrebourg,57400,Sur rendez-vous,,57630,48.734925,7.055726,https://francearchives.gouv.fr/fr/service/33910,C,Archives municipales,
33911,Commune de Sarreguemines - Archives municipales,FRAC57631,archives.municipales@mairie-sarreguemines.fr,03.87.27.62.40,,10 rue du Parc,Sarreguemines,57200,"Le lundi de 9h à 12h et 14h à 17h, le jeudi de 14 h à 17 h",,57631,49.108047,7.066427,https://francearchives.gouv.fr/fr/service/33911,C,Archives municipales,
34213,Commune de Sartrouville - Service archives-documentation,FRAC78586,ardo2@ville-sartrouville.fr,01.30.86.39.39,"BP 275, 78506 Sartrouville Cedex","Hôtel de ville, 2 rue Buffon",Sartrouville,78500,Du lundi au vendredi de 9h à 12h et de 14h à 17h,,78586,48.940108,2.15792,https://francearchives.gouv.fr/fr/service/34213,C,Archives municipales,
33837,Commune de Saumur - Archives municipales,FRAC49328,archives@saumur.fr,02.41.83.31.45,"Hôtel de ville, CS 54006, 49408 Saumur Cedex",25 quai Carnot,Saumur,49400,Du lundi au jeudi de 13h30 à 17h15,http://archives.ville-saumur.fr/,49328,47.263212,-0.080172,https://francearchives.gouv.fr/fr/service/33837,C,Archives municipales,
974684078,Commune de Sausheim - Service Archives,,d.drobez@ville-sausheim.fr,03.89.45.90.90,"Mairie de Sausheim, Service Archives, 38 Grand’rue, 68390 Sausheim",,,,"Du lundi au jeudi de 8h à 12h et de 13h30 à 17h30, le dendredi de 8h à 12h et de 13h30 à 16h30",,68300,,,https://francearchives.gouv.fr/fr/service/974684078,C,Archives municipales,
34182,Commune de Savigny-le-Temple - Service archives-documentation,FRAC77445,documentation@savigny-le-temple.fr,01.64.10.18.55 ou 56,"Hôtel de ville, 1 place François Mitterrand, 77547 Savigny-le-Temple Cedex",1 place François Mitterrand,Savigny-le-Temple,77547,Du lundi au vendredi de 8h45 à 12h15 et de 13h30 à 17h,,77445,48.596089,2.579606,https://francearchives.gouv.fr/fr/service/34182,C,Archives municipales,
34345,Commune de Savigny-sur-Orge - Service archives documentation,FRAC91589,documentation-archives@savigny.org,01.69.54.40.66,,48 avenue Charles-de-Gaulle,Savigny-sur-Orge,91600,"Les lundi, mardi et vendredi de 8h30 à 12h et de 13h à 18h",,91589,48.679191,2.34565,https://francearchives.gouv.fr/fr/service/34345,C,Archives municipales,
34385,Commune de Sceaux - Service archives-documentation,FRAC92071,archives@sceaux.fr,01.41.13.33.16 ou 17,,"Hôtel de ville, 122 rue Houdan",Sceaux,92330,Du lundi au vendredi de 13h30 à 17h30 et sur rendez-vous le matin,http://archives.sceaux.fr/,92071,48.778971,2.288659,https://francearchives.gouv.fr/fr/service/34385,C,Archives municipales,
74737040,Commune de Schiltigheim - Archives communales,,archives@ville-schiltigheim.fr,03.88.83.84.78,"BP 98, 67302 Schiltigheim  Cedex",110 route de Bischwiller,Schiltigheim,67300,"Du lundi au jeudi de 8h30 à 12h et 14h à 17h30, le vendredi de 8h30 à 14h",,67447,48.605374,7.748359,https://francearchives.gouv.fr/fr/service/74737040,C,Archives municipales,
33941,Commune de Seclin - Archives municipales,,archives@ville-seclin.fr,03.20.62.91.11,"Hôtel de ville, BP 60169 , 59471 Seclin Cedex",89 rue Roger Bouvry,Seclin,59113,"Sur rendez-vous, du lundi au vendredi de 13h30 à 17h",,59560,50.545063,3.024956,https://francearchives.gouv.fr/fr/service/33941,C,Archives municipales,
350943813,Commune de Senlis - Service des archives,,archives-patrimoine@ville-senlis.fr,03.44.32.04.04,,"Mairie, 3 place Henri IV",Senlis,60300,Sur rendez-vous,,60612,49.205174,2.583202,https://francearchives.gouv.fr/fr/service/350943813,C,Archives municipales,
34423,Commune de Sevran - Service archives et mémoire,FRAC93071,grp_archives@ville-sevran.fr,01.41.52.45.02,"Mairie, 28 avenue du Général Leclerc, 93270 Sevran",28 rue Henri Becquerel,Sevran,93270,Du lundi au vendredi de 9h à 12h et de 13h30 à 17h,http://archives-municipales.ville-sevran.fr/,93071,48.942889,2.531533,https://francearchives.gouv.fr/fr/service/34423,C,Archives municipales,
34260,Commune de Six-Fours-les-Plages - Archives municipales,FRAC83129,archives@mairie-six-fours.fr,04.94.07.54.13,"BP 97, 83140 Six-Fours-les-Plages",257 avenue Laennec - Le Clos des Louves,Six-Fours-les-Plages,83140,Du lundi au vendredi de 8h à 12h et de 13h30 à 16h30,,83129,43.092325,5.832388,https://francearchives.gouv.fr/fr/service/34260,C,Archives municipales,
33371,Commune de Soissons - Archives municipales,FRAM002722,archives@ville-soissons.fr,03.23.59.90.32,,"Mairie, place de l'Hôtel de ville",Soissons,02200,Sur rendez-vous,http://www.ville-soissons.fr/notre-ville/2000-ans-d-histoire/archives-municipales-504.html?MP=674-1110,02722,49.383534,3.327286,https://francearchives.gouv.fr/fr/service/33371,C,Archives municipales,
34485,Commune de Soisy-sous-Montmorency - Service archives-documentation,FRAC95598,archives@soisy-sous-montmorency.fr,01.34.05.20.32,"Mairie, BP 50029, 95232 Soisy-sous-Montmorency",2 avenue du Général de Gaulle,Soisy-sous-Montmorency,95230,Du lundi au vendredi de 8h30 à 11h45 et 13h30 à 17h,,95598,48.987154,2.300579,https://francearchives.gouv.fr/fr/service/34485,C,Archives municipales,
34277,Commune de Sorgues - Archives communales,FRAC84129,demandesarchives@sorgues.fr,04.90.39.72.50,"Centre administratif, CS 50142, 84706 Sorgues Cedex",Rue de la Coquille,Sorgues,84700,Sur rendez-vous,,84129,44.005795,4.877795,https://francearchives.gouv.fr/fr/service/34277,C,Archives municipales,
995510160,Commune de Soultz-Haut-Rhin - Archives municipales,,archives@soultz68.fr,03 89 76 26 35,"Mairie de Soultz, Place de la République, B.P. 21, 68360 Soultz",,,,"Sur rendez-vous, les lundi, mardi, mercredi et jeudi",,68315,,,https://francearchives.gouv.fr/fr/service/995510160,C,Archives municipales,
34043,Commune de Soultzmatt-Wintzfelden - Archives municipales,,c.frank@ville-soultzmatt.fr,03.89.47.00.01,,Place du Général de Gaulle,Soultzmatt,68570,Sur rendez-vous,,68318,47.961131,7.239817,https://francearchives.gouv.fr/fr/service/34043,C,Archives municipales,
33756,Commune de Soustons - Centre des archives et de l'histoire locale,FRAC40310,archives@mairie-soustons.fr,05.58.41.43.17,,"Mairie, place de l'Hôtel de ville",Soustons,40140,Du lundi au vendredi de 8h30 à 12h et de 13h30 à 17h,,40310,43.755908,-1.327248,https://francearchives.gouv.fr/fr/service/33756,C,Archives municipales,
34424,Commune de Stains - Service des Archives,,archives@stains.fr,01.49.71.84.13,"Mairie, BP 73, 93241 Stains Cedex",64 avenue Gaston Monmousseau,Stains,93240,Sur rendez-vous,,93072,48.951022,2.393344,https://francearchives.gouv.fr/fr/service/34424,C,Archives municipales,
33881,Commune de Stenay -  Archives anciennes,,,03.29.80.26.84,,Place Vauban,Stenay,55700,Sur rendez-vous,,55502,49.49095,5.189912,https://francearchives.gouv.fr/fr/service/33880#service-33881,C,Archives municipales,Commune de Stenay - Archives municipales
33880,Commune de Stenay - Archives municipales,,archives.municipales@stenay.fr,03.29.84.50.47,,"Hôtel de ville, place de la République",Stenay,55700,Du lundi au vendredi de 8h à 12h et de 13h30 à 17h,,55502,49.492373,5.188738,https://francearchives.gouv.fr/fr/service/33880,C,Archives municipales,
34387,Commune de Suresnes - Archives municipales,FRAC92073,hdechalendar@ville-suresnes.fr,01.41.18.19.15,,2 rue Carnot,Suresnes,92150,"Sur rendez-vous, du lundi au vendredi de 9h à 17h30",https://www.suresnes.fr/ma-ville/decouvrir/archives/,92073,48.871475,2.225164,https://francearchives.gouv.fr/fr/service/34387,C,Archives municipales,
33687,Commune de Sète - Archives municipales,FRAC34301,archives@ville-sete.fr,04.99.04.76.40 / 38,"Hôtel de ville, BP 373, 34206 Sète Cedex",Plan Joseph Soulet,Sète,34200,"Du lundi au mercredi de 14h à 17h30, le vendredi de 9h à 11h45 et de 14h à 17h15",,34301,43.40638,3.693866,https://francearchives.gouv.fr/fr/service/33687,C,Archives municipales,
34386,Commune de Sèvres - Archives communales,FR92072,archives@ville-sevres.fr,01 41 14 11 41,"54 Grande Rue, 92311 Sèvres",18 bis rue des Binelles,Sèvres,92310,Sur rendez-vous,https://www.sevres.fr/services/archives-municipales/,92072,48.822181,2.22106,https://francearchives.gouv.fr/fr/service/34386,C,Archives municipales,
34019,Commune de Sélestat - Archives municipales,FRAC67462,archives.documentation@ville-selestat.fr,03.88.58.85.24,"Mairie, BP 40188, 67604 Sélestat Cedex",1 avenue de la Liberté,Sélestat,67600,Les mardi et jeudi de 14h à 17h,https://archives.ville-selestat.fr/4DCGI/WEB_Custompage/index.shtm/ILUMP27530,67462,48.25892,7.447949,https://francearchives.gouv.fr/fr/service/34019,C,Archives municipales,
33674,Commune de Talence - Archives municipales,,m.trognon@talence.fr,05.56.48.78.59,"Mairie, BP 10035, 33401 Talence Cedex","Mairie, rue du Professeur Arnozan",Talence,33400,"Du lundi au mercredi de 12h30 à 18h, les jeudi et vendredi de 9h à 12h et de 13h à 16h30",,33522,44.809773,-0.586861,https://francearchives.gouv.fr/fr/service/33674,C,Archives municipales,
34053,Commune de Tarare - Service Archives Documentation,FRAC69243,cimbert@ville-tarare.fr,04.74.05.49.16, BP 40149 – 69173 Tarare Cedex,2 place de l'hôtel de ville,Tarare,69170,"Les lundi et mardi de 9h à 12h et de 14h à 17h, les mercredi de 9h à 12h",,69243,45.884793,4.43421,https://francearchives.gouv.fr/fr/service/34053,C,Archives municipales,
33486,Commune de Tarascon - Archives municipales,FRAC13108,archives@mairie-tarascon13.fr,04.90.91.51.31,"Hôtel de ville, 2 place du Marché",place Frédéric Mistral,Tarascon,13150,Du mercredi au vendredi de 9h à 12h et de 13h30 à 17h,http://www.tarascon.fr/archives-municipales.html,13108,43.804548,4.657303,https://francearchives.gouv.fr/fr/service/33486,C,Archives municipales,
33757,Commune de Tarnos - Archives municipales,FRAC40312,archives@ville-tarnos.fr,05.59.64.00.40,,"Hôtel de ville, 14 boulevard Jacques Duclos",Tarnos,40220,Les mardi et jeidu de 8h30 à 12h et sur rendez-vous,,40312,43.540848,-1.460868,https://francearchives.gouv.fr/fr/service/33757,C,Archives municipales,
1092903939,Commune de Thann - Archives municipales,,contact@ville-thann.fr,03 89 38 53 00,,9 place Joffre,Thann,68800,sur rendez-vous,,68334,47.81058,7.10136,https://francearchives.gouv.fr/fr/service/1092903939,C,Archives municipales,
34459,Commune de Thiais - Service archives-documentation,FRAC94073,aurelie.henry@ville-thiais.fr,01.48.92.43.27,"Hôtel de ville, BP 141, 94321 Thiais Cedex",1 rue Maurepas,Thiais,94320,Du lundi au vendredi de 9h à 12h et de 13h30 à 17h,,94073,48.764294,2.390991,https://francearchives.gouv.fr/fr/service/34459,C,Archives municipales,
33989,Commune de Thiers - Archives municipales,,archives@thiers.fr,04.73.53.99.45,,3 rue Pasteur,Thiers,63300,Les mardi et jeudi 13h30 à 17h (le premier mardi du mois de 8h30 à 12h30),,63430,45.856299,3.548184,https://francearchives.gouv.fr/fr/service/33989,C,Archives municipales,
33912,Commune de Thionville - Archives communales,FRAC57672,archives@mairie-thionville.fr,03.82.53.35.36,"BP 30325, 57125 Thionville",38 rue du Vieux Collège,Thionville,57100,Du lundi au vendredi de 8h à 12h et de 13h30 à 16h30,https://archives.thionville.fr/,57672,49.359049,6.162427,https://francearchives.gouv.fr/fr/service/33912,C,Archives municipales,
34120,Commune de Thonon-les-Bains - Archives municipales,FRAC74281,archives@ville-thonon.fr,04.50.26.70.26,"CS 20517, 74203 Thonon-les-Bains Cedex",4 avenue de la Gare,Thonon-les-Bains,74200,Sur rendez-vous,,74281,46.369591,6.481394,https://francearchives.gouv.fr/fr/service/34120,C,Archives municipales,
34225,Commune de Thouars - Archives municipales,FRAC79329,archives@thouars.fr,05.49.68.94.91,"Hôtel de ville, Place Saint Laon, BP 50183, 79103 Thouars",5 rue Drouyneau de Brie,Thouars,79100,Du lundi au vendredi de 8h à 12h,,79329,46.976937,-0.216805,https://francearchives.gouv.fr/fr/service/34225,C,Archives municipales,
34105,Commune de Tigne de Tignes - Archives municipales,FRAC73296,abergeot@tignes.net,04.79.40.06.44,"Mairie, BP 50, 73321 Tignes Cedex","Mairie, 238 Boucle du Rosset",Tignes,73320,Sur rendez-vous,,73296,45.46961,6.90963,https://francearchives.gouv.fr/fr/service/34105,C,Archives municipales,
33873,Commune de Toul - Archives municipales,,archives@mairie-toul.fr,03.83.63.76.45,,13 rue de Rigny,Toul,54200,Du lundi au vendredi de 8h30 à 12h et de 13h à 16h,,54528,48.675849,5.893775,https://francearchives.gouv.fr/fr/service/33873,C,Archives municipales,
34261,Commune de Toulon - Archives municipales,FRAC83137,archivesmunicipales@mairie-toulon.fr,04.83.16.65.65,,3 impasse Calvi,Toulon,83100,"Sur rendez-vous, les lundi, mercredi et vendredi de 9h à 12h",https://archives.toulon.fr/,83137,43.131516,5.972214,https://francearchives.gouv.fr/fr/service/34261,C,Archives municipales,
33651,Commune de Toulouse - Archives municipales,FRAC31555,archives@mairie-toulouse.fr,05.36.25.23.80,,2 rue des Archives,Toulouse,31500,Du lundi au vendredi de 9h à 13h,http://www.archives.toulouse.fr,31555,43.623842,1.461404,https://francearchives.gouv.fr/fr/service/33651,C,Archives municipales,
33942,Commune de Tourcoing - Archives municipales,FR599,archives@ville-tourcoing.fr,03.59.63.42.85,"BP 20599, 59208 Tourcoing Cedex",28 rue Pierre de Guethem,Tourcoing,59200,"Du mardi au vendredi de 13h30 à 17h30, le samedi de 9h à 12h",,59599,50.716417,3.160581,https://francearchives.gouv.fr/fr/service/33942,C,Archives municipales,
33652,Commune de Tournefeuille - Archives municipales,FRAC31557,archives.municipales@mairie-tournefeuille.fr,05.62.13.60.19,,3 impasse Max Baylac,Tournefeuille,31170,Sur rendez-vous,,31557,43.582698,1.347727,https://francearchives.gouv.fr/fr/service/33652,C,Archives municipales,
33723,Commune de Tours - Archives municipales - section historique,FRAC37261,dadp@ville-tours.fr,02.47.21.61.81,,Place Saint-Eloi,Tours,37000,Du lundi au vendredi de 8h45 à 12h et de 13h45 à 17h15,https://www.tours.fr/page-portail-ma-mairie/services-pratiques/offre-culturelle/patrimoine-histoire-archives/archives-municipales/,37261,47.427851,0.677583,https://francearchives.gouv.fr/fr/service/33722#service-33723,C,Archives municipales,Commune de Tours - Archives municipales - section contemporaine
33722,Commune de Tours - Archives municipales - section contemporaine,,dadp@ville-tours.fr,02.47.21.61.81,,1-3 rue des Minimes,Tours,37000,Du lundi au vendredi de 9h à 12h,https://www.tours.fr/page-portail-ma-mairie/services-pratiques/offre-culturelle/patrimoine-histoire-archives/archives-municipales/,37261,47.391174,0.688981,https://francearchives.gouv.fr/fr/service/33722,C,Archives municipales,
34214,Commune de Trappes - Service documentation-archives,FRAC78621, Resp.archives-doc@mairie-trappes.fr,01.30.69.17.18,,"Mairie, 1 place de la République",Trappes,78190,Sur rendez-vous,,78621,48.777353,2.00224,https://francearchives.gouv.fr/fr/service/34214,C,Archives municipales,
34425,Commune de Tremblay-en-France - Archives communales,,archivesdoc@tremblayenfrance.fr,01.49.63.72.39,,18 boulevard de l'Hôtel de ville,Tremblay-en-France,93290,Sur rendez-vous,,93073,48.951693,2.570835,https://francearchives.gouv.fr/fr/service/34425,C,Archives municipales,
33537,Commune de Tulle - Service des archives,FRAC19272,archives.municipales@ville-tulle.fr,05.55.21.73.02,,25 quai Gabriel Péri,Tulle,19000,Du lundi au vendredi de 9h à 12h et de 13h30 à 17h,Https://www.agglo-tulle.fr/vie-pratique/culture/archives-municipales-de-tulle/archives-municipales,19272,45.264447,1.770063,https://francearchives.gouv.fr/fr/service/33537,C,Archives municipales,
34184,Commune de Vaires-sur-Marne - Service archives-documentation,FRAC77479,c.boulicaut@vairessurmarne.fr,01.64.72.45.37,,26 boulevard de Lorraine,Vaires-sur-Marne,77360,Sur rendez-vous,,77479,48.873144,2.639907,https://francearchives.gouv.fr/fr/service/34184,C,Archives municipales,
34278,Commune de Vaison-la-Romaine - Service du patrimoine,FRAC84137,patrimoine@vaison-la-romaine.fr,04.90.36.50.05,"BP 72, 84110 Vaison-la-Romaine","Hôtel de ville, 6 cours Taulignan",Vaison-la-Romaine,84110,Du lundi au vendredi de 8h à 12h et de 13h30 à 17h,,84137,44.241701,5.073933,https://francearchives.gouv.fr/fr/service/34278,C,Archives municipales,
33943,Commune de Valenciennes - Service des Archives municipales et communautaires de Valenciennes,FRAC59606,archives@valenciennes-metropole.fr,03.27.09.63.26,"2 place de l'Hôpital Général, CS 60227, 59304 Valenciennes Cedex",4 rue Ferrand,Valenciennes,59300,"Les mardi et jeudi de 14h à 18h, les mercredi et vendredi de 10h à 12h et de 13h à 18h",https://archives.valenciennes.fr/,59606,50.359647,3.519551,https://francearchives.gouv.fr/fr/service/33943,C,Archives municipales,
34460,Commune de Valenton - Pôle documentation-archives,FRAC94074,archives@ville-valenton.fr,01.43.86.37.64,"48 rue du Colonel Fabien, 94460 Valenton",3 allée Fernande Flagon,Valenton,94460,Sur rendez-vous,,94074,48.744092,2.468287,https://francearchives.gouv.fr/fr/service/34460,C,Archives municipales,
33415,Commune de Vallauris - Service archives-documentation,,mdahlem@vallauris.fr,04.93.64.24.24,,"Mairie, place Jacques Cavasse",Vallauris,06220,Sur rendez-vous,,06155,43.579984,7.05515,https://francearchives.gouv.fr/fr/service/33415,C,Archives municipales,
33896,Commune de Vannes - Archives municipales,56260,archives@mairie-vannes.fr,02.97.01.62.50,"Hôtel de ville, BP 509, 56019 Vannes Cedex",12 avenue Saint-Symphorien,Vannes,56000,Du lundi au vendredi de 13h15 à 17h,,56260,47.662177,-2.755161,https://francearchives.gouv.fr/fr/service/33896,C,Archives municipales,
34388,Commune de Vanves - Service archives et documentation,FRAC92075,archives-doc@ville-vanves.fr,01.41.33.92.08,"Mairie, CS 40001, 92172 Vanves Cedex",23 rue Mary Besseyre,Vanves,92170,Sur rendez-vous,,92075,48.821445,2.289635,https://francearchives.gouv.fr/fr/service/34388,C,Archives municipales,
34074,Commune de Vaulx-en-velin - Archives municipales,,sbrunhes@mairie-vaulxenvelin.fr,04.72.04.80.85,,"Mairie, place de la nation",Vaulx-en-Velin,69120,Sur rendez-vous,,69256,45.778049,4.921221,https://francearchives.gouv.fr/fr/service/34074,C,Archives municipales,
33488,Commune de Velaux - Service des archives,,archives.municipales@mairie-de-velaux.fr,04.42.87.73.59,,"Hôtel de ville, 997 avenue Jean Moulin",Velaux,13880,Sur rendez-vous,,13112,43.532389,5.253884,https://francearchives.gouv.fr/fr/service/33488,C,Archives municipales,
33762,Commune de Vendôme et communauté d'agglomération Territoire Vendômois - Service des archives,,archives@catv41.fr,02.54.89.44.55,,rue Christiane Granger,Vendôme,41100,"Mardi et jeudi de 14h à 17h, uniquement sur rendez-vous",https://www.vendome.eu/archives-municipales,41269,47.792575,1.064805,https://francearchives.gouv.fr/fr/service/33762,C,Archives municipales,
33601,Commune de Vernon - Service des Archives,FRAC27681,ilaurence@vernon27.fr,02.32.64.79.25,,"Hôtel de ville, place Barette",Vernon,27200,Du lundi au vendredi de 13h30 à 17h30,,27681,49.093093,1.485234,https://francearchives.gouv.fr/fr/service/33601,C,Archives municipales,
34216,Commune de Versailles - Archives communales et communautaires,FRAC78646,archives.communales@versailles.fr,01.30.97.28.80,"Hôtel de ville, RP 1144, 78011 Versailles Cedex",4 avenue de Paris,Versailles,78000,Du mardi au vendredi de 14h à 17h45,https://archives.versailles.fr/,78646,48.800519,2.130385,https://francearchives.gouv.fr/fr/service/34216,C,Archives municipales,
33797,Commune de Vertou - Gestion de l'information (Archives),FRAC44215,archives@mairie-vertou.fr,02.40.34.64.63,"Mairie, CS 22319, 44123 Vertou Cedex",Place Saint-Martin,Vertou,44120,"Du lundi au jeudi de 8h à 12h30 et de 13h30 à 17h30, le vendredi de 8h à 12h30 et de 13h30 à 16h, le samedi de 9h à 11h45",,44215,47.168237,-1.473538,https://francearchives.gouv.fr/fr/service/33797,C,Archives municipales,
